tokens,count
thanantos,1
cosmogony,1
lgbtqia+,1
berbers,1
-arguing,1
light-absorbing,1
completed.',1
"sprang,",1
unruffled;,1
fingernails;,1
fault...you,1
sin--hector,1
honeycomb;,1
tonight--foreign,1
become:,1
lordling.,1
wound:,1
storehouses.,1
blood--it,1
"death's-head,",1
intriguing--perhaps,1
war--it,1
else--but,1
"corpses!""",1
me--though,1
morbid?,1
jealous--it,1
god-madness.,1
daughter--but,1
stinted,1
money--some,1
years--to,1
too--he,1
procession;,1
well--none,1
appetite--and,1
"""theano",1
"""ayuh?""",1
ayuh,1
troad;,1
trojan.),1
wouldn't--even,1
(strange,1
servants--as,1
"strutted,",1
cottage;,1
pretending;,1
"public),",1
teller;,1
ill-paced,1
serving-girls,1
chambermaids,1
wayside;,1
bint?,1
daddy;,1
teens;,1
trouble--not,1
knows--maybe,1
close--we,1
much--we,1
restlessness;,1
beautifully--the,1
blondest,1
"sweet-natured,",1
"book-smart,",1
teenagers;,1
kleito,1
"entitlement,",1
daughter--have,1
"--oh,",1
frightened;,1
knew--or,1
arrived--but,1
"argolid,",1
why--of,1
olympians?',1
vast!,1
claves.,1
machinations;,1
dalemark's,1
"ammet,""",1
"maewen,",1
prompt:greek,1
breathing/and,1
hector/helen,1
scheming),1
troy--of,1
unencumbered;,1
siblings-strike,1
--somewhere,1
hunters/we,1
foxes/and,1
sea-deep,1
"high-handed,",1
dalemark,1
strong-hearted,1
coming/lock,1
loyalties;,1
gauntlets;,1
half-disbelievingly,1
"ctimene,",1
ctimene's,1
"infrequent,and",1
ctimene,1
"costis,",1
"ormentiedes,",1
"(""could",1
"whisper),",1
"(""there",1
alhamittsson/maewen,1
"complicated--but,",1
attachments),1
thermochemistry,1
yangchen's,1
plotline;,1
sages',1
super-silly,1
super-old),1
rom-com,1
hariboo's,1
fma,1
(mangahood),1
"roy/riza,",1
fullmetal.,1
"fullmetal,",1
elric?,1
lab),1
seminar.,1
months--exactly,1
"541.361,",1
"541.362,",1
541.363....in,1
"-tongued,",1
berthold,1
curmudgeon,1
"trigonometry.""",1
"campus'?""",1
"cover.'""",1
others--don't,1
theorum,1
forty-sixth,1
student--and,1
been?--it,1
"king),",1
"(""that,""",1
"with."")",1
you/and,1
of....nothing,1
ringing--terrorized,1
"days--until,",1
well--here's,1
elric,1
does):,1
alphonse,1
scornfully;,1
of/is,1
matters:,1
"ariadne/theseus,",1
me/don't,1
binding:,1
"paris/helen,",1
othyroneus,1
costis's,1
things--until,1
"(ashen,",1
terror),1
won:,1
neville/richard,1
ball/wrapped,1
kingmaker's,1
too--this,1
cried/we're,1
"susanna,",1
ma'at;,1
innana,1
"syn,",1
(howl's,1
"hughes,",1
"fma,",1
house--which,1
"manaliabrid,",1
"eugenides,",1
"psyche/eros,",1
(if--if--if).,1
"sophie/howl,",1
"sophie),",1
curse).,1
planet/gaze,1
madness/,1
love-letter?),1
speakest/of,1
"(sophie,",1
dubs,1
weed-killing,1
"rages""",1
harrumphs).,1
still--as,1
/is,1
poems--and,1
romantics--but,1
(miss,1
"stacey)""",1
mini-3sf?,1
"attolia&/eddis,",1
eddis:,1
"eddis,",1
canon!,1
"towheaded,",1
"grandmothers',",1
might:,1
parentheticals,1
energy/earthly,1
peace!',1
dippy,1
"verbiage,",1
"corals,",1
"""hesione,",1
"simmers,",1
reckonings,1
"misdemeanors.""",1
"combust.""",1
snarkiness.,1
"'counted'.""",1
just...liked,1
if...nothing,1
there...anything,1
clementines,1
nightie.,1
"commune,",1
mollusk!,1
"uncurling,",1
sucking.when,1
"golden?""",1
velour.,1
poinsettia.,1
"uncomfy?""",1
halfheartedly),1
"trial-and-error,",1
doodads,1
"""observe.""",1
"""h-hecate.""",1
"c-cum.""",1
"'morn.""",1
door.i,1
"beautiful?!""",1
mid-calves.,1
(pure,1
under),1
'sign,1
meet-and-greet,1
"ever"".",1
"""eh"",",1
"ravishing.""",1
"""great"",",1
"treats,""",1
"job...,""",1
hard-to-get.,1
"sweetness"".",1
"helping"".",1
"""exposed",1
"hall...,""",1
"""fuck"",",1
easist,1
cinnamon-skinned,1
79's.,1
"cyar'ika,",1
wasit,1
"toilet,""",1
fives's,1
died),1
vod's,1
"senator,",1
jedi.,1
"tookas,",1
nat-borns,1
twi'lek,1
pegasetic,1
"epimetheus!""",1
"bragi/idunn,",1
spock/uhura,1
ceases--after,1
(willpower/shame),1
(dark-haired,1
"apollo--daphne,",1
anyone),1
still--his,1
dart;,1
"""chakras""",1
avatar-500,1
.earth.,1
(survival/fear),1
.water.,1
(pleasure/guilt),1
tarlokk,1
protector;,1
.fire.,1
sozin's,1
clears--spock,1
.air.,1
(love/grief),1
"gyatso,",1
"appa,",1
zukotophsokkakatara;,1
.sound.,1
(truth/lies),1
"sages,",1
.light.,1
(insight/illusion),1
kuruk,1
ummi's,1
koh's,1
.thought.,1
affront:,1
oblivion.),1
infamy.,1
half-grown!),1
andorian,1
"gupta,",1
concussion;,1
"""spock,""",1
nyota,1
girl/in,1
"hercules"";",1
"andromache/helen,",1
regrets),1
hektor's),1
astaynx,1
"comfort"";",1
life/i've,1
comepart,1
hq;,1
"lovell,",1
periphery;,1
"achilles/iphigenia,",1
knows/what,1
penthisilea's,1
"half-dreads,",1
half-longs,1
"arrow-sharp,",1
"xing,",1
indigestion;,1
taxes;,1
"amestris,",1
"""loss,""",1
justified:,1
doges,1
"reformation.""",1
b-man,1
wings--,1
ahem-achilles,1
"down.""don't",1
scolded.crouching,1
"home.""alexander",1
"""mama.""achilles'",1
"camp.""he-,""",1
off.alex,1
"""theseus!",1
sailors;,1
(yet.),1
love-nips,1
gulps--they,1
love-caught--,1
concerns;,1
otter's,1
slightest.alexander,1
stumbled--and,1
"unhealed,",1
arrow'd,1
"holder),",1
betrayed--,1
latter--she,1
tale-spinning--learn,1
anything--even,1
weave?,1
hand--that,1
blocked--the,1
patron--she,1
come--,1
"craft-work,",1
"""pa-pa.""",1
"ma-ma?""",1
i-didn't,1
foul-mouthed.,1
top.id,1
"expected.well,",1
work/,1
school.until,1
"hungry?,""",1
pallia,1
pallia's,1
"slower,""",1
post-delivery,1
"fair-haired,",1
wah,1
soft.('*`),1
nah?,1
even.enjoy,1
fluctuating.,1
tt.tt,1
casual*,1
-\_(tsu)_/,1
*inside*,1
o_o,1
"""nng,",1
ooh~,1
"well?""achilles",1
"aroused,""",1
"xd.wow,",1
bell*,1
"unstable"",",1
slurping.,1
"mhm-,""",1
"""tight.""",1
challenge--,1
horridness.,1
"weavings,",1
"(agamemnon,",1
"influenced,",1
nosiness.,1
agathos,1
"related-,",1
agathos.,1
"""strength?",1
"fortitude.""",1
deim.,1
"""...fifty",1
agathos',1
beard!,1
immobilized?,1
unbearable!,1
(poorly),1
gut),1
"douche""",1
inaction-,1
war!).,1
all!-,1
similar-,1
handsome!),1
consider!),1
"ulysses.""",1
adorable!!,1
"check-in,",1
------------one,1
later-------------,1
hestia...hello.,1
yellows?,1
kore..no,1
"fuschia,",1
emptiest,1
"agathos,",1
gia!,1
"spotlight"".",1
everything-he,1
choco,1
"ironically""",1
geez,1
-------------x---------------,1
oogled,1
mics,1
"cardiologist""",1
anwering,1
"rings""",1
what's-,1
kerplunk!.,1
"pig-headed.""",1
"easygoing.""",1
tenedos;,1
draughts-board,1
"""ordinary?""",1
ordinary's,1
"weren't...""",1
curiosity--will,1
statement--both,1
"""patroclus...i'd",1
mid-sun.,1
glass-shattering,1
naos.,1
"opisthodomos,",1
patit,1
"'careful,",1
"anyhoo.so,",1
"finishes,""",1
mimi?,1
"caskets,",1
"sleep."",",1
"understand?"",",1
",tucking",1
"sakes',",1
"""automedon-,""",1
"""forgive-,""",1
"hurt?,""",1
"""disobey",1
"our-,""",1
coward's',1
"archers,""",1
"ready?,""",1
healer',1
regiments,1
"""pfft",1
"traitor..""",1
"chose-""",1
mid-giggle.,1
pthtians,1
"want?,",1
"rapidly,""",1
"anything?,""",1
"require?,""",1
mycena,1
"some-,""",1
"asleep.,""",1
"usually?,""",1
"greenhorns,",1
"stage?,""",1
"something?,""",1
"""gods!,",1
..is,1
five-six,1
"continued,""speak",1
:)thank,1
andbring,1
course.sources:http://www.womenintheancientworld.com/marriageinancientathens.htmhttp://historylink101.com/2/greece3/marriage.htm,1
"hair-.""",1
"punishable,",1
"culpable,",1
bounty?,1
"status?,""",1
princess'.,1
nepotemlus'.,1
nepotemlus,1
dedemia,1
simple-minded.,1
"resolve,""",1
"well?.""",1
"tired?,""",1
streamed.,1
flaps',1
"dusk,""",1
"half-finished,""",1
"groins,""",1
"pat-tro-clus,""",1
*sips,1
water*,1
2000%,1
write.id-2hubris-,1
3https://www.surveymonkey.com/r/kfftqwv,1
"pfff,",1
"vulgarity,",1
"in?,""",1
"births?""",1
"position?,""",1
"wiggles,",1
"regroup,""",1
"matter?,""",1
"thought-,""",1
poliderius,1
"""ssh",1
"""dawn",1
"stay?,""",1
softly?,1
"pthtia?""",1
eileithyia',1
"decided?,""",1
"they?,""",1
"kill?,""",1
power-hungry.,1
"""hot,",1
"coy?""",1
"births?,""",1
"behaving,""",1
"pffft,""",1
"""mhn,",1
"beastly,""",1
backache.,1
"""sleepy,""",1
liver-only,1
descendant's,1
sligth,1
"cord-free,",1
"afterbirth.""",1
"dizziness,""",1
"longer,-""",1
automdeon,1
"antiochus,",1
"purely,""",1
"desired?,""",1
"shyly,""",1
anti-contraceptives,1
"sensitive""",1
"""silphium,",1
"pennyroyal,",1
"dosages,""",1
lost-.,1
"""wet.""",1
underhandedly.,1
(published,1
whim.i,1
scene.agamemnon-,1
georgemenelaus-,1
wienersdiomedes-,1
oneodysseus-,1
kady,1
janis.ancient,1
"slandered.""",1
"dedemia,",1
"slandering,",1
"discussions,""",1
"wince,""",1
"""ahed""",1
"soldier....""",1
flirtations.,1
"attentions"".",1
"droning,""",1
ahhed,1
rambunctiousness,1
"""i-l",1
zagerus's,1
"""mimi?",1
bad-lit.,1
ubiquity,1
quick--the,1
recarving,1
know--i'd,1
lied--,1
nymph--but,1
evil-eyed.,1
acquaintance--so,1
esteemed.,1
queens--,1
flout,1
royal-,1
divine-laid,1
"""sorry--no.""",1
shocked:,1
demonstratum,1
tithed,1
quods,1
outlier,1
dark--come,1
in--beware,1
goose--,1
cabbage--please,1
mess--come,1
philemon--they,1
tonight--we,1
protest--even,1
water-damaged.,1
upside-down--,1
urbanely,1
discontent:,1
smile--not,1
here--just,1
white--in,1
"--wait,",1
allured.,1
defect--,1
"her--caressing,",1
blear,1
aphrodite'd,1
festival--nine,1
cypriotic,1
parades--,1
priestess/priest's,1
hymns--,1
omen:,1
"lightning-like,",1
lie),1
unalive.,1
--was,1
"his!,",1
--beneath,1
wed--,1
were--for,1
dress:,1
(bastard,1
learned--along,1
walk--the,1
lured.),1
hackwork,1
great--till,1
quarrel's,1
"pump,""",1
"prostitute--""",1
flat--then,1
smoke-cured,1
filling--,1
feared--in,1
hate:,1
retransforming,1
"caught),",1
sex--a,1
"appetite--besides,",1
slid--,1
"liked--expecting,",1
participation--,1
perturbation.,1
brought--,1
conjugations;,1
migrations--,1
confusions:,1
beguiled.,1
"""henceforth,",1
rest),1
"baucis,",1
"otherwise),",1
creed).,1
fable--sorry.,1
sings;,1
"hecat-""",1
"""theymayormaynotbedatingmybrother.""",1
'nico?,1
chaos?',1
"'hey',",1
taken-aback,1
"bimbo.""",1
"technicalities,",1
compulsed,1
"asphodels?""",1
argus-practiced,1
crib's,1
rose--,1
amiss),1
"dear"")--",1
merry--the,1
beechwood,1
beds--,1
baucis',1
philemon's,1
beds----,1
thick-tongued,1
drought),1
rough-laid;,1
better's,1
tartarus-grade.,1
bed--aware,1
ganymede),1
girl--one,1
"raring,",1
noise....,1
"women--men,",1
snaring;,1
well--the,1
smooth-chinned,1
pinnacle.,1
minimum--,1
relief--,1
"brief),",1
thief:,1
partner--turned,1
"wailing--hungry,",1
(someone'd,1
thigh--awareness,1
vegidaze,1
mama...let's,1
"sea-sprays,",1
gear--,1
nymphs--but,1
public:,1
"wannagods,",1
frats.,1
kinds--,1
snoozes.,1
"muses""?",1
but--alas!--our,1
postceded,1
chaperonage--,1
hera'd,1
age--,1
dorms--and,1
kraters.,1
wife-swapping,1
digamma.,1
"kallie,",1
well--a,1
arm--but,1
fair:,1
pierides,1
boyed,1
akanthis,1
home-team,1
frat-house,1
swill's,1
dorm-rooms,1
tangle-chitoned.,1
"fag-end,",1
"pierides,",1
stake:,1
"friends),",1
dark-flower-filled,1
"mimi?!""",1
sight.not,1
"place.""oh",1
grass.she,1
water.as,1
"denser,",1
sky.the,1
descended.once,1
"be...or?""",1
companions.charon,1
mind.why,1
"cerberus.""well,",1
beast.all,1
adorable...and,1
poems/letters,1
krelican.,1
"pinterest,",1
"coexisted,",1
10.5,1
23.5,1
ariad,1
naeddre's,1
krelican's,1
"draconis,",1
staind,1
fire-breathers,1
"hydrion,",1
draconis',1
mountainscape.,1
ice-breathers,1
strouthis.,1
ranted--no,1
availing.,1
melee's,1
"elite),",1
moves?),1
fuss:,1
"legally),",1
"eggs),",1
clear).,1
klio's,1
"hussy-fit,",1
kolymbus,1
scratch--which,1
prep-school,1
tricks:,1
tripped--and,1
clawed--and,1
eurterpe,1
"with--me--dracontis,",1
retreat--to,1
terpsi,1
kissa,1
thought--why,1
transform?,1
diaspora:,1
pipo,1
nessa--others--all,1
disarray--,1
second-stringer's,1
us--a,1
"critics--worse,",1
brush-off,1
"protocol),",1
call/response,1
highfalutin,1
gall!--,1
then--what,1
cheerleaders--though,1
cheer-time,1
"fighting--no,",1
prepped:,1
ribboning,1
plaiter,1
"dread),",1
excessive),1
audience--so,1
spies?--,1
warm-up;,1
he--as,1
she--pretending--tried,1
creep--,1
tale--just,1
mistakes--my,1
smug:,1
"peplos!""",1
"""ponytails!""",1
hope--they,1
choreographed--,1
"jokester,",1
muses--daft--,1
performers--better,1
boondock,1
cheerleading?,1
tumbling--dancing.,1
songs--not,1
chants--and,1
castle),1
me/when,1
(fullmetal,1
"something?""rastus",1
"harry!""""but",1
"oracle!!!""",1
despondent.they,1
eretria.,1
realized.walking,1
close-clipped,1
"expression.""uh,",1
"quarters.""what",1
"strange.""what's",1
"tremble.""no",1
"""rastus.""""rastus?",1
rastus',1
"origami.""no",1
"scared.""rastus!",1
"relieved.""i'm",1
"words.""you'll",1
"snuffle.""rastus,",1
"you.""""harry,",1
"louis.""i",1
is....wrong?,1
"do?""""ah,",1
"notice.""oh,",1
"times.""so?""",1
"him.""that",1
"louis.""you",1
"scared.""what",1
"whispered.""let's",1
14in,1
"purpose.""what",1
"slowing.""yours",1
"13""we",1
"boy.""harry,",1
"death-""""we're",1
"expectantly.""i'm",1
"moment.""i'm",1
"harry.""we",1
"boy.""okay,""",1
response.not,1
"him.""korakas!""",1
"demon...crying?""louis?",1
everything'll,1
breath.harry,1
traveling?,1
"moral.""",1
"""because....""",1
12artemis,1
"mind.""come",1
"bowl.""so,",1
"quest.""""i'm",1
away.louis,1
"hunting.""both",1
"nervously.""i'm",1
fire.harry,1
"though?""i,",1
"smile.""that's",1
"freedom.""""but",1
"artemis.""""what",1
"for.""""i",1
"brands,",1
"fearlessly.""""do",1
"way.""""they",1
aggitated,1
"discussion.""so",1
"heavily.""maybe",1
"mine?""""both.""""i",1
"headache.""he",1
"already.""no.",1
"couldn't.""""why?""""i",1
move.it,1
"them.""can",1
"breathe.""i,",1
"gemma.""",1
"it.""harry.""""son",1
"right?""""uh,",1
"me?""""yeah,",1
"house.""well,",1
"that.""""ah,",1
"bidding?""""yes,",1
"him.""well",1
"speechless.""gemma",1
"father?""you",1
"uncomfortable.""i'm",1
"of.""""i",1
"soul?""""i",1
"hand.""no.but",1
"dizzy.""harry?",1
"okay?""""shit.",1
"waited.""would",1
"harry.""yeah,",1
18gemma,1
"breathing.""come",1
"alright?""""yeah,",1
"promise.""""it's",1
be.harry,1
"in.""don't",1
"kitchen.""is",1
"little.""thank",1
"embarrassed.""i'm",1
"tighter.""we",1
"be.""i'm",1
cottage-like,1
17the,1
"grass.""all",1
"myth.""""i",1
"actually.""""but....i'm",1
"serious!""i",1
"know?""""like",1
"harry.""louis,",1
"dread.""i",1
"slowly.""my",1
"sick.""no,""",1
"15""what?""",1
"pacing.""apollo",1
"eyelashes.""i",1
prove-,1
"he-""""there's",1
"sorry.""""it",1
"shaking.""it's",1
"cry.""what",1
"you.""""what",1
"yet.""""you",1
"louis.""""i",1
16the,1
"him.""oof,""",1
"distance.""they're",1
"fun.""yeah,",1
"before?""""of",1
"around.""""isn't",1
"wanted?""""yeah,""",1
"them.""""why",1
"dance.""louis",1
"fine.""harry",1
"10""the",1
"them.""does",1
renew.,1
exertions...,1
'busy',1
falseness.,1
hilaria.,1
ulating,1
kybele.,1
"leaina,",1
kyklops,1
gigantos,1
kynigos,1
"kynigos,",1
incineration;,1
"so...here.""",1
boy-man-god's,1
wholy,1
"defenceless,",1
maddness,1
"tambourines,",1
"""brimo,""",1
"indus.""",1
brumal,1
dorcas',1
androns,1
"skillfully,",1
agathe?,1
"""agathe,",1
lupins,1
"""allergic.""",1
"""poetry.",1
"""pft,""",1
warded.,1
"candour,",1
"detour.""",1
"bluffed,",1
nine-strong,1
"""gods...,""",1
overly-dramatic,1
"your...,""",1
"""sickness...""",1
bothered...i,1
"""crocus.",1
"cloys,",1
'dreaded',1
"perishing,",1
borrow?,1
'affections',1
"glazing,",1
intently...,1
mollify.,1
quested.,1
"splendour.""",1
"it,...""",1
"""prudent?""",1
"""please...,""",1
"surrounds,",1
"torturous...""",1
incorrect...,1
'torture',1
"intimacy...""",1
disheartened.,1
"agrees...""",1
"unlike...""",1
utilised.,1
"well-mannered,",1
"thwarted?""",1
pearlescence.,1
"gynecium.""",1
"this.""aphrodite",1
"boy.""what",1
"be-""""what",1
"sister?""silence",1
"mortality.""a",1
"chest.""yes.",1
"lonely.""""why",1
"could've-""""could",1
"have?""""couldn't",1
"alone.""aphrodite",1
"frustration.""you",1
"olympus.""""unless",1
"apollo.""apollo,""",1
"gods.""it's",1
"is.""""mother.",1
"harry.""you",1
"pornai,",1
"off!?""",1
"""propaganda,""",1
"imagine-""",1
blastedly,1
"p-p-p-please!""",1
"""detemter?",1
"""gigi.""",1
gigi.,1
"gigi.""",1
"""korakas!",1
"bugger!""",1
"""korakas,",1
"eritrea,""",1
"""snap!",1
"godly,""",1
"you-""""no,",1
"mother.""nothing",1
"heart.""no.",1
"freverently,",1
trivialized,1
sure.but,1
boring.and,1
debacle.so,1
usually.and,1
direction.maybe,1
existence.trumpets,1
"apollo.""harry!""",1
"glory.""apollo.",1
"hello.""""always",1
"adventure?""harry",1
"skeptically.""i'm",1
"lackeys.""there's",1
"response.""apollo,",1
"you.""""they'll",1
"way.""""honestly,",1
"alone.""""oh",1
"olympus.""harry",1
"talk.""he's",1
"apollo.""""maybe",1
"gods.""""what",1
"mean?""aphrodite",1
"breath.""we",1
harold?,1
"that.""""harry,",1
"be.""""no,",1
"time.""""apollo",1
"alone.""silence",1
"gemma.""""i'm",1
"eyes.""he",1
alchemist),1
"louts,""",1
shadow-clad,1
re-emerge,1
padded-white,1
"lazybones!""",1
lascivious.,1
"amorously,",1
above...leaving,1
so...fleshy?,1
hesistation.,1
deepseated,1
tranformations,1
marblized,1
botfly,1
breasts--,1
female-attracted,1
"1991,",1
"riches?""",1
"also"",",1
trash),1
"suspicions-""",1
"eyesore,""",1
efforts).,1
rope.),1
ahaha.,1
guide.),1
done!?,1
jesus!,1
by....charging,1
bay!,1
mouthwash),1
hazza.,1
"hazza.""""i",1
"soulmates,""",1
"others.""what",1
"sign.""no,",1
"one.""there",1
"28""i'll",1
"louis.""no,",1
"not.""""harry,""",1
"it.""""no,",1
"buckle.""louis!""",1
"break.""oh",1
harry.the,1
unlistened,1
"forward.""i'll",1
"taken.""both",1
"declaration.""no,""",1
"deflated.""that",1
"bind.""go",1
"haz.""""i",1
"continue.""we",1
"breath.""shut",1
"interaction.""if",1
"negotiations.""no",1
spoke.harry,1
"it.""is",1
"shoulder.""can",1
"away?""""i'd",1
loved.this,1
"skin.""hey.",1
entire-body-shaking,1
"hair.""i'm",1
"again.""""what",1
"eyes.""we'll",1
temple!?,1
*swiftly,1
bamboozle-man*,1
yoink!,1
(ew),1
(hephestus,1
theis,1
t!,1
so....on,1
shields),1
legion!,1
slaughter!,1
ancient),1
wait!!,1
(bamboozle-man's,1
doggy!,1
gear),1
slab!,1
anger),1
ratt,1
speeds),1
arm),1
dingus!,1
lived!,1
slab?,1
nowhere....at,1
bat),1
alive!!,1
nacks,1
souvenirs),1
is...amazing,1
seninding,1
*clears,1
throat*,1
khaos.,1
wrist!,1
assbrain,1
ubereats?,1
greenie!,1
swiftly!,1
floor.),1
he....he,1
videos!,1
for....other,1
wooh!,1
confusion),1
but....are,1
*shoves,1
hat*,1
cards.),1
position),1
"""bamboozle-man,",1
suffice!,1
mallet),1
call.....cringe.,1
dare!?,1
(whilst,1
bit...different.,1
"something...deeper,",1
named...casket?,1
weeeell,1
this....gyro.,1
on.),1
"mmmmm,",1
awaited),1
sparky.,1
liquid),1
"try.""""how",1
"on.""they",1
match.louis,1
"floor.""yeah,",1
"board.""why",1
"thought-""""i",1
"never.""""maybe",1
"you?""""that's",1
"terrifying.""""but?""""but",1
"him.""""then",1
20louis,1
"together.""that's",1
"on.""do",1
lous,1
"throat.""only",1
"cacophony.""i'm",1
"giggles.""i",1
"frame.""can",1
"fingers.""no,",1
"them.""""but....you'll",1
"though.""""yeah,",1
"hazza?""""nothing,",1
"olympus?""""hm,""",1
"bed.""but,",1
"you?""""harry,""",1
"no,i",1
"but-""""i'd",1
"didn't-""""don't",1
"you?""""yeah,""",1
"nervously.""i'd",1
"knees.""louis,""",1
"him.""harry,",1
"can,""gemma",1
peek-a-boo.,1
"laughed.""harry,",1
"place.""i",1
"quest.""""continue",1
"to.""""do",1
"boy.""louis,",1
"selfish?""""what?""",1
"anticipated.""i",1
"selfish.""""harry,",1
"selfishness.""""i",1
"it.""harry,""",1
"ears.""i'm",1
"careful.""i",1
"harry.""""really?""",1
"bed.""really.""the",1
"lap.""will",1
"more?""""yeah,""",1
"allow.""maybe",1
"minute.""um,",1
"uncomfortable.""thanks",1
"it.""gemma,",1
"smile.""of",1
"morning.""""can",1
19harry,1
forehead.he,1
"throat.""hi,""",1
"clothes.""i",1
"closely.""harry,",1
"can't.""""oh.""""it's",1
"that.""""but,""",1
"fine.""""harry,""",1
"alone.""""oh,",1
known.once,1
"spoke.""harry,",1
"fingers.""of",1
"""shit"",",1
mediate.,1
22the,1
"way.""""yes.",1
"loud-mouth,",1
"life.""nothing",1
"harry.""""well",1
"here.""what",1
"harry?""""it's",1
just...proud,1
25louis,1
grasses.harry,1
"still.""""what's",1
remembered.and,1
26hand,1
point.without,1
another.harry,1
"ribs.""are",1
eleuthera,1
"him.""hi!""",1
thoan,1
"life.""harry",1
gossip-hungry,1
27the,1
"eyes.""apollo!""",1
"wrong.""""this",1
"silence.""perhaps",1
"sister.""no,",1
aletheia?,1
"sister.""no",1
"impossible.""""i",1
planned.he,1
"grateful.""we",1
"spoke.""i",1
"me.""""what",1
"laughter.""she",1
"men.""we",1
"die.""""demon.",1
"ago.""gigi,",1
"right?""""yeah!",1
"gigi,",1
announcement?,1
"beaming.""he",1
"awkwardly.""this",1
"politely.""gigi!""",1
"her.""zayn!""",1
"mind?""""i'm",1
"another.""louis!""""you",1
"blushed.""louis",1
"jealousy.""yeah,",1
"mortality.""well",1
"room.""you",1
you're...more.,1
"did.""yeah,",1
"anything.""""we",1
"to.""neither",1
"door.""harry.",1
"talking.""i'm",1
"enough.""louis",1
"breakable.""i",1
"together.""""you",1
"louis.""""why?",1
"inexplicably.""because",1
"either.""""but",1
23they,1
"sister?""harry",1
"louis.""apollo,",1
"chiton...""",1
"simpering?""",1
chartreus,1
near-satisfied,1
co-conspirators.,1
microexpressions,1
rehabilitate.,1
"""quick.",1
rhythm?,1
drum;,1
tamed;,1
crevices?,1
"waterdrops,",1
lightless.,1
partnership?,1
mater?,1
windows?,1
speckled.,1
clippings.,1
"nurture,",1
"""mercy.",1
blood-spotted,1
through?---------------------------------------------------------------------------------------------,1
shrugged.---,1
"troupe!""",1
"""scum",1
leapt;,1
"antilochus',",1
"""sparrow,""",1
unheedful,1
mercy's,1
"belltower,",1
"dreary-eyed,",1
"pests""",1
"embarrassment,""",1
"whicker,",1
ten-page,1
commissioned.,1
"troupes,",1
achilles'?,1
overworked;,1
"""reduced",1
costumes;,1
artistes,1
troupe;,1
lane!,1
caramelized,1
puppetry.,1
"grey-blue,",1
look-around,1
overly-strict,1
"wonder.""i",1
surreally,1
mass-produced.,1
coats;,1
"warhorses,",1
"cantering,",1
bray;,1
serial.,1
"""umbrella,",1
"performer,""",1
guesthouses.,1
"hiked,",1
dome?,1
what-could-have-beens.,1
"nightfall?""",1
---------------------------------------------------------------------------------------------------------------------,1
"""cheap,",1
most.',1
everybody.',1
asking.',1
"hysterically--yes,",1
interbreed?!',1
order?',1
interbreeding.,1
tried.',1
crazy!',1
logical.',1
rearrangements,1
mules.',1
expect?',1
respects.',1
spontaneously.',1
'impossible.,1
"labyrinthine,",1
"giggle-crying,",1
now--into,1
"'happily,",1
re-attune,1
"""although--before",1
"to--nevermind.""",1
"quick-tempered,",1
lo--my,1
rock-still.,1
once-dark,1
"inflate,",1
eons-slow.,1
boulder-woman.,1
"bakery""",1
with--that,1
camera.[1],1
and--oh.,1
zeuses,1
"stumpy,",1
change.',1
uncreate,1
needlework.',1
unsuspicious.',1
warning.',1
isthmus.',1
"""yours"".",1
athena's.',1
"ash-tree,",1
male...',1
"""silver"".'",1
creation?',1
characteristics.',1
'tremendous,1
preconditions,1
developed.',1
long?',1
extinction?',1
pitheci?,1
ones.',1
nymphs?',1
broodmares.,1
wombs.',1
"""higher""",1
"""lower"".",1
"first-hand,",1
"sunset.""'",1
trial.',1
support?',1
told.',1
form.',1
recaps,1
leaf-like,1
"moral...""",1
15;,1
"tewkesbury,",1
attolia's,1
wiles--and,1
ficathons!,1
"attolia,",1
disorder:,1
"indignities,",1
"indignation--besides,",1
two.),1
"post-tat,",1
pre-rott.,1
"""alyta's",1
"earrings.""",1
"terms""",1
'indecent,1
edward--to,1
tastes'.,1
"forms""",1
'henceforth',1
honestly;,1
percolating.,1
exploration's,1
half-sucking,1
"gold-shimmering,",1
foray?,1
"silk-soft,",1
half-word,1
"competitiveness,",1
half-angled,1
"unobservant,",1
nothing--,1
rpf),1
brushstrokes.,1
costis',1
hughes,1
ishval,1
smartphones.,1
fill!),1
finger--or,1
them--far,1
"(sleeker,",1
more....mobile),1
feels--and,1
you/that,1
ajay's,1
"sturdier?""",1
(queen's,1
eugenides),1
flying/but,1
(wars,1
fantasies--for,1
"above?""a",1
self-slain,1
prosymnos',1
replies--and,1
gates.achilles,1
"dishonor,",1
wakes:,1
wynne,1
"flower-in-the-night/abdullah,",1
flower-in-the-night,1
and....improperly,1
"flower-in-the-night,",1
agrees;,1
"half-arch,",1
beyond...,1
kid-skin,1
"troupe.""",1
guesthouse's,1
"52.""",1
"scrubbing,",1
"shameful!""",1
"self-worth.""",1
derisory,1
"smoothened,",1
"movers!""",1
"rhythm!""",1
leveler?,1
stagehand.,1
afford?,1
"overheat.""",1
closings,1
-------------------------------------------------------------------------------------------------------------------,1
waistcoats,1
ever-critical,1
declined?,1
"""talking.",1
"delirium,""",1
sink?,1
"heaven-sent,",1
tobacco?,1
"""unfinished,",1
"sleepwalked,",1
shadowplay.,1
restless?,1
"has-been,""",1
"has-been.""",1
hurting;,1
showings,1
"""bucket!",1
"""quick,""",1
nobleman!,1
"cravats,",1
"waded,",1
closely-packed,1
"gated,",1
sprained.,1
