work_id,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,rating,category,relationship,character,additional tags,lemma,lemma_lower,Word
6367984,1.7832222545593222,0.5023567607740114,1.110156325920904,1.488882802141243,0.6500532409548022,2.3655760519774014,0.981605309259887,1.3657942634915254,2.4072216936836157,1.4863566256723164,0.977628006,General Audiences,['Gen'],[''],"['Zeus', 'Ades | Hades (Hellenistic Religion & Lore)']","['Brothers', 'mid life crisis']",God,god,GOD
6391501,1.7048274568996078,0.4081036238847059,1.134792321170196,1.346735066020392,0.5315184121231373,2.415658313880784,0.9980762939772548,1.3580315068188236,2.2558282503819607,1.4777255944003922,0.944158735014902,General Audiences,['M/M'],['Peter Hale/Stiles Stilinski'],"['Peter Hale', 'Stiles Stilinski', 'Derek Hale', 'Apollon | Apollo (Hellenistic Religion & Lore)', 'Aphrodite', 'Aphrodite | Aphrodite (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Mentions of Scott McCall', 'mentions of Allison Argent', 'mentions of Lydia Martin', 'Mentions of Jackson Whitmore']","['Greek Mythology - Freeform', 'Pederasty', 'Reincarnation', 'Alternate Universe - Reincarnation', 'Immortal Stiles Stilinski', 'Reincarnated Peter Hale', 'Past Lives', 'BAMF Stiles', 'Magic', 'Stiles has magic', 'Magic Stiles', 'Deals with gods', 'Deal With the Devil']",it,it,IT
6406039,1.8331853286595743,0.5212142518617021,1.220307626925532,1.4658783708085108,0.5886926881276595,2.5771590995957445,1.1848441947234043,1.462178990712766,2.42465543493617,1.409780464574468,1.0952151964468084,General Audiences,['Gen'],[''],"['Dionusos | Dionysus (Hellenistic Religion & Lore)', 'Apollon | Apollo (Hellenistic Religion & Lore)']","['Drabble', 'Greek Mythology - Freeform']",all,all,ALL
6408412,1.639350671602117,0.46358833497059976,1.2648023432340258,1.287048631628773,0.5622149989215994,2.4832835132642104,0.9912261369133673,1.4238589511834576,2.1464798192947865,1.4499730316370052,0.9596568398561348,Explicit,['M/M'],"['Apollo/Primordial Eros', 'Apollo/Phanes']","['Apollon | Apollo (Hellenistic Religion & Lore)', 'Apollon | Apollo | Apollo', 'eros | Eros (Hellenistic Religion & Lore)', 'Primordial Eros']","['Alpha/Beta/Omega Dynamics', 'Alternate Universe - Modern: No Powers', 'Rough Sex', 'no beta we die like jason todd']",it,it,IT
6416509,1.6869131140111109,0.3764093721122807,1.1340952829830409,1.1349927385853802,0.5317962051812866,2.5444449286216377,1.0044196415935673,1.3786420414292397,2.1730941637748535,1.2490854970707603,0.8936090910163743,General Audiences,['Gen'],[''],['Icarus - Character'],"['Tale of Icarus', 'feathers - Freeform', 'Flying', 'Mythopoeia', 'father - Freeform', 'Song - Freeform', 'Escape']",why,why,WHY
6472321,1.7400030890363412,0.455671520280931,1.1266560310130667,1.3042311033103307,0.5657505374066966,2.4339661212327477,0.9797004085234791,1.3808846148125766,2.2655469360093914,1.5029569967954268,0.9448588229383422,Teen And Up Audiences,"['F/M', 'Multi']",['Hades/Persephone'],"['Demeter', 'Hades', 'Persephone', 'Hermes']","['Hurt/Comfort', 'Romance', 'Child Abuse']",shine,shine,SHINE
6478513,1.3090843819189188,0.37515277748648646,1.3696656803243243,1.513433636581081,0.6104639490945946,2.5277436506756756,1.3622304106891892,1.5096984869594594,2.249001496081081,1.2753290898513514,1.1060980967432432,General Audiences,[''],[''],['Persephone | Persephone (Hellenistic Religion & Lore)'],"['Bad Poetry', ""when you're bored at work"", 'persephone trash', 'Female Agency']",when,when,WHEN
6479179,1.7363433177597412,0.4309374414899835,1.1021359045468127,1.226727276898561,0.5509899901754785,2.4787470166241223,0.9708145632923034,1.398762699634139,2.2700495950990636,1.4105488769726695,0.9129303026263597,Mature,['M/M'],['Achilles/Patroclus'],"['Achilles (Song of Achilles)', 'Patroclus (Song of Achilles)', 'Odysseus (Song of Achilles)', 'Penelope | Penelope (Hellenistic Religion & Lore)']","['Reincarnation', 'Slash']",see,see,SEE
6492553,1.6265592226883117,0.46924321451948053,1.146115347807556,1.1783863427662338,0.5865503205171192,2.584630112672963,0.9305913317815819,1.3394348689763873,2.1843510348654074,1.3787964556493506,0.8829563072255018,General Audiences,"['F/M', 'Gen']",['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Dionusos | Dionysus (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)']","['Friendship', 'Omens & Portents', 'Foreshadowing', 'more like relationship foreshadowing', 'no real pairing action here', 'Fluff and Angst', 'unabashed use', 'of neruda poems', 'i just really like Pablo Neruda']",when,when,WHEN
6519622,1.587786605186567,0.468468628522388,1.3883496472270789,1.1825949765767592,0.5928968270351812,2.633431538643923,0.9691943034552238,1.4860473335671642,2.134095095707889,1.3583557811823028,0.9554184917803838,Not Rated,['F/M'],['Original Female Character/Minotaur'],['Minotaur'],"['Background Femslash', 'references to cannibalism', 'Erotic Horror', 'Fisting']",Iphigenia,iphigenia,
6544987,1.7861372565938567,0.4694744704015927,1.119114681348123,1.373468143668942,0.5671116022514221,2.3343095395938565,0.8812719541740615,1.2967165435051196,2.265856238817975,1.528539778901024,0.9030540143617748,General Audiences,"['F/M', 'Multi']","['Hades/Persephone/Helios', 'Hades/Persefone']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Elios | Eelios | Helios (Hellenistic Religion & Lore)']",[''],challenge,challenge,CHALLENGE
6545536,1.6978637113154447,0.4293353621179936,1.1102807789583746,1.2361535859686337,0.5368675866292226,2.441406956841588,0.9753574145739183,1.4026801924940442,2.2249028508821644,1.4276964123362932,0.9244685309579148,Teen And Up Audiences,"['F/F', 'F/M', 'Gen', 'M/M', 'Multi']","['Derek Hale/Stiles Stilinski', 'Allison Argent/Scott McCall', 'Lydia Martin/Jackson Whittemore', 'Vernon Boyd/Erica Reyes', 'Melissa McCall & Sheriff Stilinski', 'Sheriff Stilinski & Stiles Stilinski', 'Claudia Stilinski/Sheriff Stilinski', 'Chris Argent & Peter Hale', 'Scott McCall & Stiles Stilinski']","['Stiles Stilinski', 'Derek Hale', 'Sheriff Stilinski', 'Melissa McCall', 'Scott McCall', 'Lydia Martin', 'Jackson Whittemore', 'Peter Hale', 'Allison Argent', 'Chris Argent', 'Isaac Lahey', 'Danny Mahealani', 'Erica Reyes', 'Vernon Boyd', 'Deucalion (Teen Wolf)', 'Kali (Teen Wolf)', 'Ennis (Teen Wolf)', 'Aiden (Teen Wolf)', 'Ethan (Teen Wolf)', 'The Alpha Pack (Teen Wolf)', 'Jennifer Blake', 'The Nemeton', 'Possible Semi-Random Cameos']","['Magical Stiles Stilinski', 'Spark Stiles Stilinski', 'BAMF Stiles', 'BAMF Lydia Martin', 'BAMF Sheriff Stilinski', 'BAMF Danny Mahealani', 'BAMF Derek Hale', 'BAMF Melissa McCall', 'Helpful Deaton', 'Derek Uses His Words', 'Swearing', 'Canon-Typical Violence', 'Alternate Universe - Canon Divergence', 'Elemental Magic', 'Magical Accidents', 'Sheriff Stilinski Knows', 'Chris Argent & Stiles Stilinski Friendship', 'Emotional Hurt/Comfort', 'Derek and Stiles Cuddle', 'Alpha Derek', 'Original Character(s)', 'Canonical Character Death', 'But not every canon death (maybe)']",stile,stile,
6560635,1.7379015961707875,0.4649809634601649,1.1695384380654763,1.2898411501900184,0.6105014959244506,2.4560857526863553,1.0336199309619962,1.3763652742266483,2.213507217410714,1.4354822747994507,1.0000489498260074,Mature,['M/M'],[''],[''],"['Omorashi', 'Male Homosexuality', 'Watersports', 'Desperation', 'Bladder Control', 'Pee', 'Piss', 'urinal', 'Toilet']",Hugh,hugh,
6565084,1.6024538942699078,0.4582054652154233,1.4214631473914503,1.3753239512405702,0.5824988785649623,2.530668609078793,1.0892003758482818,1.5321871857544007,2.192758376834032,1.4317811564635372,1.0241589510989102,Mature,['F/M'],[''],[''],['Revenge'],I,i,I
6598753,1.6772359684735412,0.406434795819991,1.1241250403577567,1.248055799100407,0.5772148623265491,2.4831266301659882,1.0095419237937586,1.3888031233907734,2.161858716611488,1.4378161454450473,1.0074924167141563,Mature,['M/M'],[''],[''],"['Bladder Control', 'Omorashi', 'Desperation']",Hugh,hugh,
6598825,1.714500754203952,0.4735867816586972,1.1740819064891437,1.3509496228877775,0.597574432878019,2.4842267894125394,1.019156807622103,1.4141120948250792,2.1745027189138812,1.4731451042344474,0.9985212366955355,Mature,['M/M'],[''],[''],"['Desperation', 'Omorashi', 'Bladder Control']",too,too,TOO
6600853,1.5569505308752236,0.35237936114221824,1.0505478716238819,1.1010825370348838,0.4613626771319321,2.5553341577178,0.9084111440259391,1.2640771892030411,2.186401582401163,1.2883000426538462,0.855482051960644,General Audiences,[''],"['Hades & Persephone - Relationship', 'Hera/Zeus']","['Hades', 'Persephone', 'Aries', 'Zeus', 'Poseidon', 'Adrestia', 'Demeter', 'Hera']",[''],it,it,IT
6620704,1.7128367008379475,0.4149564742966464,1.1053528509592618,1.1412279252268736,0.5193829440756246,2.4771762883387347,0.9140722295131668,1.3484535116520369,2.2049304411764576,1.3786929951989646,0.8554596011388701,Teen And Up Audiences,['Gen'],[''],"['Kassandra | Cassandra (Hellenistic Religion & Lore)', 'The boy who cried wolf - Character', 'Arakhne | Arachne (Hellenistic Religion & Lore)']",[''],TRUTH,truth,TRUTH
6621322,1.6972932742984541,0.45377075807728895,1.1769579559994054,1.299372637277051,0.6023601702752676,2.5143779252838883,1.046795721825208,1.4356908224007134,2.1854291851429846,1.4038448549393578,1.0027352507351368,Teen And Up Audiences,['M/M'],[''],[''],"['Omorashi', 'Bladder Control', 'Desperation']",Dan,dan,
6650503,1.6628565449908257,0.45486330151305576,1.1820904391009175,1.1920452339174312,0.5658009595102329,2.498332230972477,0.9748818232971065,1.42347255649259,2.17288916703952,1.423312458895554,0.9274705437529993,Teen And Up Audiences,['Gen'],[''],"['Hephaestus', 'Ephaistos | Hephaestus (Hellenistic Religion & Lore)', 'Ermes | Hermes (Hellenistic Religion & Lore)']",[''],Hephaestus,hephaestus,
6655165,1.6574732901037463,0.4753664863239193,1.3323364206161383,1.3130924929348704,0.6394749891510086,2.53520320779366,1.0943525074806917,1.5562345470414984,2.112298393331412,1.4630657467417867,1.0959534588691644,Mature,['M/M'],[''],[''],"['Urination', 'Desperation', 'Bladder Control', 'Wetting']",on,on,ON
6664924,1.6628491144570074,0.3760552478991198,1.08110605155044,1.1907859420501015,0.5146758926729859,2.471058743083954,0.9486054514996615,1.3661242753371698,2.1736003136953284,1.4133559845666892,0.9370838546784022,General Audiences,"['F/M', 'Multi']","['Hades/Persephone', 'Underworld Family', 'Hypnos/Pasithea']","['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Upnos | Hypnos (Hellenistic Religion & Lore)', 'Pasithea | Pasithea (Hellenistic Religion & Lore)']","['ties to the illiad', 'mythology reimagining']",mother,mother,MOTHER
6698743,1.8438908215,0.20246112859999998,0.9487591936333334,1.1524958716333333,0.3509938922,2.8195685165333333,1.0627495208666666,1.6798742771000001,2.3071044442,1.5293133159333334,0.956929415,Teen And Up Audiences,['Gen'],[''],"['Neal Caffrey', 'Peter Burke', 'Ermes | Hermes (Hellenistic Religion & Lore)', 'Parker (Leverage)', 'Nathan Ford', 'Sophie Devereaux (Leverage)', 'Alec Hardison', 'Eliot Spencer']","['Podfic', 'Crossover', 'Meet the Family', 'meet the parents', 'Secret Identity', 'Future Fic', 'Family Secrets', 'Alternate Universe']",Coverartist,coverartist,
6702568,1.66424564895977,0.4073246216623563,1.2261466377514367,1.2592693975732758,0.558428693204023,2.5788199689554596,1.0115837654511495,1.419260286244253,2.2554285871479887,1.361202607106322,0.9824970557068966,General Audiences,['F/M'],['Hades/Persephone'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)']","['Fluffy', 'Pregnancy', 'Dogs']",Persephone,persephone,
6733942,1.5953005772525686,0.4166442483664384,1.143564424327911,1.1852141329135273,0.545756240411815,2.4738944243099317,0.9391379036763698,1.309909731452911,2.2514241602876712,1.3161612467448631,0.9601345809203768,Teen And Up Audiences,['F/F'],['Artemis/Callisto'],"['Kallisto | Callisto (Hellenistic Religion & Lore)', 'Artemis | Artemis | Diana (Greek & Roman Mythology)', 'Zeus | Zeus (Hellenistic Religion & Lore)', 'Orion | Orion (Hellenistic Religion & Lore)', 'Arkas | Arcas (Hellenistic Religion & Lore)']","['Drama', 'Angst']",it,it,IT
6743392,1.7489724376409395,0.45650174660402687,1.3794148823557046,1.5027509517114095,0.6132595474832214,2.6175336635067112,1.1675776771543624,1.6498350550939598,2.3696313316073825,1.6492636758322148,1.1492304951040269,General Audiences,['F/M'],['Hades/Persephone'],"['Hades', 'Persephone', 'Zeus', 'Demeter']","['Fluff', 'Evil', 'Good', 'Love']",do,do,DO
6769495,1.694783208922473,0.4213551472845927,1.0969698104916583,1.1547223308846908,0.5358068094617272,2.438724899247792,0.9303440608096173,1.3444565371629047,2.2023106705843962,1.3598188759720315,0.9241560086947989,Teen And Up Audiences,['Gen'],[''],"['Kassandra | Cassandra (Hellenistic Religion & Lore)', 'Klutaimnestra | Clytemnestra (Hellenistic Religion & Lore)', 'Agamemnon | Agamemnon (Hellenistic Religion & Lore)', 'Aegisthus (Greek and Roman Mythology)']","['Alternate Universe - Canon Divergence', 'Women Sticking Together']",after,after,AFTER
6771640,1.7333562745039577,0.4495229010870712,1.1772749307915567,1.3992214448654354,0.605170051914248,2.442497829205805,1.1396903106134564,1.4703675976754615,2.357402274452507,1.5208647922480212,1.0851778320408971,Teen And Up Audiences,['Gen'],[''],['Luna Lovegood'],[''],it,it,IT
6782965,1.6471016388831388,0.4185951495243197,1.2344372048287422,1.2487638310412688,0.5414947526596788,2.5442497745169876,1.0241594664677673,1.4814610740067382,2.2476342844067876,1.415753358609955,0.9618979292799478,Mature,['F/M'],"['Lewis/Vivi (Ghost - Mystery Skulls)', 'arthur/your oc']","['Lewis (Ghost - Mystery Skulls)', 'Arthur (Ghost - Mystery Skulls)', 'Vivi (Ghost - Mystery Skulls)', 'Mystery (mystery skulls)', 'Your OC', 'Ades | Hades (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Mrs. Pepper (Mystery Skulls Animated)', 'Mr. Pepper (Mystery Skulls Animated)', 'The Peppers (Mystery Skulls Animated)', 'Chloe (Mystery Skulls Animated)', 'Duet (Mystery Skulls Animated)']","['Implied/Referenced Child Abuse', 'Blood and Injury', 'Fate Worse Than Death', 'Fate & Destiny', 'Bittersweet', 'Self-Sacrifice', 'Bipolar Disorder']",see,see,SEE
6798937,1.7415906336981049,0.4570636071498458,1.1872882860520053,1.3025540593301015,0.5551119569259586,2.4761422196117233,1.0109064703371529,1.3864511794178052,2.272147952818863,1.484511074084178,0.9985083542538562,Teen And Up Audiences,['F/F'],['Athena/Hera'],"['Athena', 'Hera', 'Zeus']",[''],Athena,athena,
6803560,1.7014590109343284,0.45583877439104475,1.1788443684895522,1.5219920839134329,0.4812585788119403,2.388349791244776,1.0550052025820895,1.511989564877612,2.269055053277612,1.6277033445462685,1.005445999361194,General Audiences,['F/M'],['Hades/Persephone'],"['Hades', 'Persephone']","['Poetry', 'Romance']",we,we,WE
6804916,1.4907711243233535,0.3810156203952096,1.3709735792155688,0.9438319299520957,0.5437003909221557,2.7770333239580838,1.005243452772455,1.5289853478323354,2.212723972688623,1.3389950716586827,0.8850007486047904,General Audiences,['F/M'],['Apollo/Daphne'],"['Apollo (Percy Jackson)', 'Daphne']",['warning- ppl turn into trees'],she,she,SHE
6823645,1.7188249079129387,0.44155633835119207,1.1433406090975087,1.1681334938882937,0.5658250526134476,2.560631124699973,0.9409482590267881,1.3753297000763463,2.183802985034021,1.4061104054856683,0.9441652956201446,Teen And Up Audiences,"['F/M', 'Multi', 'Other']","['Hera/Zeus', 'Apollo/Artemis', 'Zeus/anyone', 'Hades/Persephone', 'Aphrodite/Ares', 'Aphrodite/Hephaestus']","['Zeus', 'Hera', 'Hades', 'Poseidon', 'Persephone', 'Artemis', 'Apollo', 'Dionysus', 'Aphrodite', 'Medusa', 'Athena', 'Hestia', 'Demeter', 'Ares', 'Hephaestus', 'Hermes', 'Humanity - Character']","['Greek gods', 'Greek Mythology - Freeform', 'nothing graphic', 'Mentions of incest', 'Zeus being his typical lecherous self', 'fair warning the poem this is based off of made me cry', 'sad stuff', 'Angst', 'Family', 'Love', 'Hate']",Zeus,zeus,
6834907,1.6287592259861303,0.39990015112343963,1.095950073633842,1.135898636525659,0.5097639484632455,2.4785773628710124,0.8895783007669904,1.2796186932704576,2.174319155705964,1.3508708886976422,0.8578957569847435,General Audiences,['F/M'],['Hades/Persefone'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']",[''],his,his,HIS
6840325,1.5606573398444055,0.5360497340804196,1.3225196968583917,1.0307053869213285,0.6000675967255245,2.594891414318182,0.9185551512482518,1.543649565048951,2.039778057227273,1.3267902093496504,0.8188130330402098,General Audiences,[''],[''],"['Perseus', 'Io']","[""Perseus can't cook"", 'like at all', ""I'm Bad At Tagging""]",Perseus,perseus,
6844195,1.7389641721150915,0.41506519160594507,1.1020249630693597,1.0867988478018293,0.5574689287240854,2.484067016952744,0.9517326178422255,1.3368452420381098,2.235405897402439,1.3000197725853657,0.9098495852286586,Teen And Up Audiences,['F/M'],['Andromache/Hektor'],"['Andromakhe | Andromache (Hellenistic Religion & Lore)', 'Ektor | Hektor (Hellenistic Religion & Lore)']",['Pre-Canon'],she,she,SHE
6844960,1.6147881567187499,0.8008013083541666,1.2527281598020832,1.2720284977916667,0.7168285178854167,2.5171566758333332,0.8642135766666666,1.4554168889895835,2.28393209971875,1.6468924090625,0.9709695867395833,Teen And Up Audiences,['Gen'],[''],['Persephone | Persephone (Hellenistic Religion & Lore)'],['Drabble'],in,in,IN
6856156,1.7677085099027443,0.40671877127222833,1.1375241099982436,1.2099978555459934,0.5684896490237102,2.5573505452140504,0.9823698040164653,1.3972805598748628,2.2409214250401757,1.4233779803598243,0.9627642323192097,Mature,"['F/M', 'Gen']","['Kirke & Pasiphae', 'Daedalus/Pasiphae', 'Pasiphae/Minos', 'Pasiphae & her children']","['Elios | Eelios | Helios (Hellenistic Religion & Lore)', 'Pasiphae | Pasiphae', 'Minos | Minos (Hellenistic Religion & Lore)', 'Daidalos | Daedalus (Hellenistic Religion & Lore)', 'Ikaros | Icarus', 'Minotaur', 'Ariadne (Greek and Roman Mythology)', 'Phaidra | Phaedra', 'Ksenodike | Xenodice (Hellenistic Religion & Lore)', 'Acalle', 'Kirke | Kirke | Circe (Hellenistic Religion & Lore)', 'Androgeos | Androgeus (Hellenistic Religion & Lore)', 'Perseis', 'Procris']","['Sister-Sister Relationship', 'Courtly Love', 'Bestiality', 'Revenge', 'Canonical Character Death', 'Mother-Son Relationship', 'Mother-Daughter Relationship', 'Feminist Themes', 'Screw the patriarchy', 'Retelling', 'Alternate Universe - Canon Divergence', 'Bittersweet Ending']",in,in,IN
6866809,1.6416564102234514,0.4527571567641593,1.2667828318066372,1.217021575859292,0.6011847152747788,2.6467903035597344,0.9863649378504424,1.4436543022530972,2.2138270347716817,1.318526567327876,0.918660968081416,General Audiences,['Gen'],[''],['Labyrinth at Cnossos'],"['Horror', 'Sibling Rivalry']",my,my,MY
6870706,1.6781985589167623,0.4736272173421355,1.142473610249713,1.1413442662663604,0.5762895168507463,2.497143864815729,0.9236455033966705,1.3093103211773824,2.2075227692652124,1.3519198339712974,0.9165611958300803,General Audiences,['F/F'],['Calypso/Amelia Earhart'],"['Calypso', 'Amelia Earhart']",[''],at,at,AT
6903907,1.6895363675483093,0.37718854971678745,1.130127359477657,1.1930922900295895,0.5060289250283816,2.4887498566491546,1.048648185040459,1.374930402442029,2.1968848581044687,1.3632079464667872,0.9235589446926329,Teen And Up Audiences,['Gen'],[''],"['Labyrinth at Cnossus', 'Ariadne (Greek and Roman Mythology)', 'Daidalos | Daedalus (Hellenistic Religion & Lore)', 'Minos | Minos (Hellenistic Religion & Lore)']","['Implied/Referenced Character Death', 'Treat']",footstep,footstep,FOOTSTEP
6904438,1.617324226308935,0.4234993586113074,1.491924062607269,1.2938013461221607,0.515485469274104,2.670472844006562,1.0707396289772841,1.5637431929490158,2.0734009365164057,1.478509337047451,1.0352696066749116,Explicit,['M/M'],['Achilles/Patroclus'],[''],"['Anal Fingering', 'Anal Sex', 'Rimming', 'Light Dom/sub', 'Spanking', 'Barebacking', 'Daddy Kink']",Achilles,achilles,
6924862,1.5820497351653946,0.43385937249363865,1.340232403557888,1.3955094352773536,0.569428569783715,2.545632056416667,1.117881565206743,1.5224586648969467,2.268487460880407,1.476330281173664,1.1002281762347328,Explicit,['F/M'],"['Hercules/Reader', 'Hercules/Female Reader', 'Heracles/Reader', 'Heracles/Female Reader', 'Henry Cavill/Reader']","['Erakles | Heracles | Hercules (Hellenistic Religion & Lore)', 'Female Reader - Character', 'Henry Cavill']","['Sexual Content', 'Explicit Sexual Content', 'Resolved Sexual Tension', 'all the sex', 'this took way too long to write', 'i could have done it better', 'whatevs', 'Oh My God', 'someone tell me when I forgot the goddamn face claim', 'Shit']",you,you,YOU
6957397,1.7285169210633227,0.41240653765510493,1.0752482996197081,1.1986275581791177,0.5475967310848452,2.496808004317325,0.9221750100549627,1.34319932270651,2.2415415116542157,1.414139705428851,0.8901440784025257,Not Rated,[''],"['Other Relationship Tags to Be Added', 'Female Inquisitor/Solas', 'Solas/Original Character(s)']","['Asteria', 'Orion - Character', 'Iron Bull', 'Solas', 'Varric Tethras']","['Modern Goddess in Thedas', 'Modern Girl in Thedas', 'Drabbles', ""Chapters i'm going to add to crossing stars""]",sighing,sighing,SIGHING
7009519,1.606610190318477,0.49192966574930364,1.3579216528133706,1.4013086318625811,0.6578828049758589,2.610790225111421,0.9584846588412257,1.4734677032432684,2.2913506461857014,1.4547193280009285,0.9261693631253483,Not Rated,['F/M'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Persephone | Persephone (Hellenistic Religion & Lore)', 'Ades | Hades (Hellenistic Religion & Lore)']","['my small greek children', 'meadows and painting ensue', 'nothing too crazy', 'Alternate Universe - Modern Setting']",we,we,WE
7019683,1.6627625319610693,0.4286325026507844,0.9783467559517722,1.3304168503468912,0.5136857888593841,2.2473098929116793,0.9418174662446251,1.256291045305055,2.2380735943184193,1.3461813252585706,0.887358774726322,Teen And Up Audiences,['Gen'],[''],"['Daidalos | Daedalus (Hellenistic Religion & Lore)', 'Perdikh | Perdix (Hellenistic Religion & Lore)', 'Ikaros | Icarus', 'Minos | Minos (Hellenistic Religion & Lore)']","['Angst', 'Character Study', 'Mental Instability', 'POV First Person']",we,we,WE
7049746,1.5831049205794798,0.41941788590943985,1.3155366043266445,1.1585333764627463,0.5438659939314257,2.682235240517187,1.0050606697094746,1.4896299092161926,2.201018790111848,1.359605602403769,0.9833280086463095,Explicit,['F/M'],"[""Y'nan/Lexan""]","['Inanna | Ishtar', 'Tezcatlipoca (Aztec Religion)', 'Aphrodite', 'Aphrodite | Aphrodite (Hellenistic Religion & Lore)', 'Freyja | Freya', 'Undisclosed Character(s)', 'Original Non-Human Character(s)', 'Original Characters']","['Vampire Sex', 'Shapeshifting', 'Established Relationship', 'Adultery', 'Pagan Festivals', 'Oral Sex', 'Rough Sex', 'Science Fiction & Fantasy', 'Angst and Fluff and Smut', 'POV Character of Color', 'Male Character of Color', 'Bisexual Male Character', 'Intersex Character', 'third gender character', 'Pansexual Character', 'Technobabble', 'Post-Apocalypse', 'Motorcycles', 'Female Character of Color', 'LGBTQ Character of Color', 'Original Character(s)']",the,the,THE
7081786,1.8271602965437501,0.4726074272659722,1.2312421833409721,1.3430941956430555,0.6123973831104166,2.514934308752778,0.9864815853479167,1.4406233015840277,2.3400216255729167,1.5599624400951388,1.0198006284083334,General Audiences,['F/M'],['Ades | Hades/Persephone | Persephone (Hellenistic Religion & Lore)'],"['Ades | Hades (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)', 'Kerberos | Cerberus (Hellenistic Religion & Lore)', 'Demeter | Demeter (Hellenistic Religion & Lore)']","['Alternate Universe - Modern Setting', ""it's summer and the kids are missing each other"", 'cerberus is a tiny puppy', 'Phone Calls & Telephones', 'Fluff and Angst', ""though it's no heavy angst dw""]",i.,i.,
7089169,1.7081936854206414,0.4660851360130802,1.2362754349933003,1.4279920891150104,0.5928778326045622,2.4301213049676185,1.0335353638130484,1.3989037179229542,2.2881280276281704,1.4680514221601533,0.9735919326363056,Teen And Up Audiences,['M/M'],"['Achilles/Patroclus', 'Achilles & Thetis', 'Achilles & Zeus', 'Briseis & Patroclus']","['Patroclus (Song of Achilles)', 'Achilles (Song of Achilles)', 'Thetis (Song of Achilles)', 'Briseis (Song of Achilles)', 'Zeus', 'eros | Eros (Hellenistic Religion & Lore)', 'Aphrodite | Aphrodite (Hellenistic Religion & Lore)', 'Iphigenia (Song of Achilles)', 'Demeter | Demeter (Hellenistic Religion & Lore)', 'Persephone | Persephone (Hellenistic Religion & Lore)']","['this is basically a eros and psyche au', 'so for those familiar with the myth', 'u know what happens', 'bu t those who dont', 'have fun with that', 'AU', 'gays', 'dont worry its a happy ending', 'POV First Person', 'ummm sex? but like', 'its not graphically described', 'Its implied', 'Implied Sexual Content', 'Not Beta Read', 'thetis is aphrodite', 'achilles is eros', 'fun times']",I,i,I
7135961,1.5888896678801634,0.38133427431684064,1.0808998439795732,1.0968090380571949,0.495241692203813,2.5877971799727644,1.0091308326000907,1.4108340233894687,2.1777526441166595,1.3118477222265092,0.9116978090313209,Not Rated,[''],[''],"['Odysseus', 'Crew', 'Original Characters', 'UNOriginal Characters']","['Space Opera', 'Death', ""i don't know how to tag"", 'I Wrote This Instead of Sleeping', 'Really guys thats a tag']",the,the,THE
7136012,1.7075893892296545,0.46007460386570975,1.1198949062231978,1.2935349545799424,0.5923438756917503,2.458205281839883,0.99249555490877,1.3617122585807786,2.2694350226394,1.4270734837398737,0.935644658009058,Mature,['Multi'],"['Mycroft Holmes/Greg Lestrade', 'Mycroft Holmes & Sherlock Holmes', 'Mycroft Holmes & Sherrinford Holmes']","['Mycroft Holmes', 'Sherlock Holmes', 'Sherrinford Holmes', 'Greg Lestrade', 'Other Character Tags to Be Added', 'Greek Gods and Mythological People', 'Dionysus', 'Hermes (Greek God)']","['Greek Mythology - Freeform', 'Mythology - Freeform', 'Mythical Beings & Creatures', 'Eventual Relationships', 'Eventual Smut']",Mycroft,mycroft,
7140803,1.7033940073593037,0.4526992049929548,1.256515337808537,1.2240010903197265,0.5740202470596767,2.5893066549278907,0.985356398869457,1.4561066122950683,2.2443114780685867,1.4243330622009946,0.9843872595263158,Explicit,['F/M'],['Danae/Zeus'],"['Danae', 'King Acrisius', 'Zeus']","['Original Characters - Freeform', 'golden rain come', 'Straight Sex', 'Oral Sex', 'Vaginal Sex']",Danae,danae,
